frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.981368, 1, 0.659856, 0, 0, 0, 0, 0.604604, 0, 0, 0, 0, 0.897072, 0, 1.53702, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.980735, 1, 0.84504, 0, 0.592602, 0.545399, 0, 0, 0, 0, 0, 0, 0.991509, 0.555872, 1.14581, 0, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.980477, 1, 0.797575, 0, 0, 0.672369, 0, 0, 0, 0, 0, 0, 0.96049, 0, 1.38331, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.980439, 1, 0.926512, 0, 0, 0.723597, 0, 0.643866, 0, 0, 0, 0, 0.935476, 0, 1.10045, 0, 0, 0, 0, 1, 0, 0
5, 0.133333, 0.980438, 1, 0.92697, 0, 0, 0.69591, 0, 0.524106, 0, 0, 0, 0, 0.907883, 0, 1.19001, 0, 0, 0, 0, 1, 0, 0
6, 0.166667, 0.982374, 1, 0.770599, 0, 0, 0.551206, 0, 0.506516, 0, 0, 0, 0, 0.946544, 0, 1.18281, 0, 0, 0, 0, 1, 0, 0
7, 0.2, 0.983239, 1, 0.655775, 0, 0, 0.894783, 0, 0, 0, 0, 0, 0, 0.901041, 0, 1.74249, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.983326, 1, 0.887871, 0, 0, 0.769287, 0, 0, 0, 0, 0, 0, 1.01156, 0, 1.20882, 0, 0, 0, 1, 1, 0, 0
9, 0.266667, 0.984126, 1, 0.838025, 0, 0.522949, 0.69076, 0, 0.647517, 0, 0, 0, 0, 0.879161, 0, 1.38707, 0, 1, 0, 0, 0, 0, 0
10, 0.3, 0.983228, 1, 0.650413, 0, 1.00724, 0.690792, 0, 0.834749, 0, 0, 0, 0, 0.926557, 0, 1.31888, 0, 1, 1, 0, 0, 0, 0
11, 0.333333, 0.980512, 1, 0.521093, 0, 0.663897, 0.551667, 0, 0.941351, 0, 0, 0, 0, 1.03056, 0, 1.34381, 0, 0, 0, 0, 1, 0, 0
12, 0.366667, 0.981317, 1, 0.740251, 0.518274, 0, 0, 0, 0.733943, 0, 0, 0, 0, 0.848187, 0, 0.510561, 0, 0, 0, 0, 1, 0, 0
13, 0.4, 0.98214, 1, 0, 0, 0.524792, 0.616738, 0, 0, 0, 0, 0, 0.506983, 1.0757, 0, 1.64317, 0, 1, 0, 0, 1, 0, 0
14, 0.433333, 0.983482, 1, 0.752135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02852, 0, 0.998256, 0, 0, 0, 0, 1, 0, 0
15, 0.466667, 0.981752, 1, 0.816321, 0, 0.790836, 0, 0, 0.942988, 0, 0, 0, 0, 0.980432, 0, 1.88488, 0, 1, 1, 0, 1, 0, 0
