frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.981368, 1, 39.6263, 57.3311, 753.64, -0.0410534, 0.0523388, -0.0626828
2, 0.0333333, 0.980735, 1, 39.656, 57.3148, 752.933, -0.0447709, 0.0550616, -0.0651086
3, 0.0666667, 0.980477, 1, 39.645, 57.3013, 752.489, -0.0470864, 0.0559267, -0.0663651
4, 0.1, 0.980439, 1, 39.6569, 57.2967, 752.521, -0.0474742, 0.0563178, -0.0668822
5, 0.133333, 0.980438, 1, 39.6512, 57.2988, 752.471, -0.0476934, 0.0565019, -0.0671291
6, 0.166667, 0.982374, 1, 39.5654, 57.0715, 752.581, -0.050321, 0.0582339, -0.065909
7, 0.2, 0.983239, 1, 39.6389, 56.8104, 751.973, -0.0465649, 0.0584376, -0.0661064
8, 0.233333, 0.983326, 1, 39.7711, 57.1601, 752.93, -0.0453877, 0.0614363, -0.0699636
9, 0.266667, 0.984126, 1, 39.6726, 56.9912, 751.985, -0.0456844, 0.0625073, -0.0703287
10, 0.3, 0.983228, 1, 39.6034, 57.4034, 752.455, -0.0442298, 0.0661876, -0.0717323
11, 0.333333, 0.980512, 1, 39.8203, 57.407, 752.663, -0.0483593, 0.0702099, -0.0743881
12, 0.366667, 0.981317, 1, 39.5672, 56.9501, 751.255, -0.052736, 0.0608358, -0.0698154
13, 0.4, 0.98214, 1, 39.4656, 56.9341, 750.78, -0.0505135, 0.0689757, -0.0719381
14, 0.433333, 0.983482, 1, 39.6991, 56.7103, 752.183, -0.0497541, 0.066466, -0.074089
15, 0.466667, 0.981752, 1, 39.6118, 57.0294, 753.4, -0.0475885, 0.0687269, -0.0713415
16, 0.5, 0.981945, 1, 39.9917, 57.802, 757.126, -0.0466182, 0.0704007, -0.0725748
17, 0.533333, 0.982396, 1, 39.7233, 57.5714, 754.207, -0.053375, 0.0663008, -0.0689855
18, 0.566667, 0.981629, 1, 39.7925, 57.7659, 754.437, -0.0510154, 0.0658001, -0.0702217
19, 0.6, 0.980999, 1, 39.7704, 57.5427, 752.885, -0.0537056, 0.0645076, -0.0695683
20, 0.633333, 0.979767, 1, 39.845, 57.69, 754.027, -0.053433, 0.0644491, -0.0698311
21, 0.666667, 0.98079, 1, 39.9079, 57.9904, 754.522, -0.0554766, 0.0719746, -0.0726585
22, 0.7, 0.979392, 1, 39.8843, 57.2606, 753.265, -0.0596883, 0.0716768, -0.073588
23, 0.733333, 0.981328, 1, 39.9283, 58.148, 754.235, -0.057071, 0.0642842, -0.0719101
24, 0.766667, 0.981135, 1, 39.9008, 58.2145, 754.068, -0.0564019, 0.0571591, -0.0685596
25, 0.8, 0.979732, 1, 39.8265, 57.3381, 752.846, -0.06403, 0.0612169, -0.0667668
26, 0.833333, 0.982838, 1, 39.7198, 58.0557, 755.213, -0.0541065, 0.061617, -0.0687343
27, 0.866667, 0.981068, 1, 39.7784, 57.4687, 752.459, -0.059688, 0.0613257, -0.0682467
28, 0.9, 0.981667, 1, 39.7846, 57.4924, 754.597, -0.0564083, 0.0614114, -0.0692926
29, 0.933333, 0.982305, 1, 39.6679, 57.9874, 756.619, -0.0526581, 0.0629293, -0.0671731
30, 0.966667, 0.983981, 1, 39.5504, 57.3404, 756.209, -0.0471218, 0.0624951, -0.0687591
31, 1, 0.981956, 1, 39.18, 57.2019, 753.303, -0.048599, 0.0628988, -0.0669404
32, 1.03333, 0.981052, 1, 39.1086, 57.3149, 754.551, -0.0515879, 0.06205, -0.0680215
33, 1.06667, 0.98147, 1, 38.9844, 56.6003, 753.454, -0.0533367, 0.0589543, -0.0676995
34, 1.1, 0.982371, 1, 39.1048, 56.7338, 753.629, -0.055479, 0.0602606, -0.0724705
35, 1.13333, 0.980468, 1, 39.3538, 56.2073, 756.331, -0.0520443, 0.0624658, -0.072446
36, 1.16667, 0.980424, 1, 39.6722, 56.711, 754.819, -0.0501961, 0.0634855, -0.0698452
37, 1.2, 0.982321, 1, 39.617, 57.1801, 754.353, -0.041921, 0.0697488, -0.0713207
38, 1.23333, 0.980779, 1, 39.9937, 58.1625, 752.645, -0.0449442, 0.0637832, -0.0711812
