frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.955852, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.545623, 0, 0.588232, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.959138, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.856201, 0.563186, 0.706756, 0.908111, 0, 0, 0, 1, 1, 0, 0
3, 0.0666667, 0.959215, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.666417, 0.549727, 0, 0.912438, 0, 0, 0, 0, 1, 1, 0
4, 0.1, 0.959773, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.854119, 0.52004, 0, 0.815802, 0, 0, 0, 0, 1, 1, 0
5, 0.133333, 0.959139, 1, 0, 0, 0, 0, 0, 0.529302, 0, 0, 0, 0.616348, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
6, 0.166667, 0.957748, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.535407, 0.523594, 0, 0.690005, 0, 0, 0, 0, 1, 1, 0
7, 0.2, 0.958711, 1, 0, 0, 0, 0, 0, 0.810251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
8, 0.233333, 0.955082, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.641211, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
9, 0.266667, 0.952909, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
10, 0.3, 0.953762, 1, 0.565701, 0, 0, 0, 0, 0.747293, 0, 0, 0, 0.600832, 0, 0, 0.885478, 0, 0, 0, 0, 1, 1, 0
11, 0.333333, 0.955551, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07151, 0, 0, 0, 0, 1, 1, 0
12, 0.366667, 0.958541, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.579423, 0, 0.563982, 1.03853, 0, 0, 0, 0, 1, 1, 0
13, 0.4, 0.959371, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.659542, 0, 0, 1.15453, 0, 0, 0, 0, 1, 1, 0
14, 0.433333, 0.954563, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.510986, 0, 0.796666, 0, 0, 0, 0, 1, 1, 0
15, 0.466667, 0.950466, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.531743, 1.02542, 0, 0, 0, 0, 1, 1, 0
16, 0.5, 0.950661, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22328, 0, 0, 0, 0, 1, 1, 0
17, 0.533333, 0.951912, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.599265, 0.737582, 1.05984, 0, 0, 0, 0, 1, 1, 1
18, 0.566667, 0.953457, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.607678, 0.559004, 0.657736, 0, 0, 0, 0, 1, 1, 1
19, 0.6, 0.954178, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.544817, 0.551511, 0.622222, 0, 0, 0, 0, 1, 1, 0
20, 0.633333, 0.954772, 1, 0, 0, 0, 0, 0, 0.554624, 0, 0, 0, 0.722031, 0, 0.760263, 0.773858, 0, 0, 0, 0, 1, 1, 1
21, 0.666667, 0.955754, 1, 0, 0.663676, 0, 0, 0, 0.603914, 0, 0, 0, 0, 0, 0.897344, 0.541363, 0, 1, 0, 0, 1, 1, 0
22, 0.7, 0.95363, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.52065, 0, 0, 0, 0, 1, 1, 0
23, 0.733333, 0.959094, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.510844, 0, 0.689868, 1.04982, 0, 0, 0, 0, 1, 1, 0
24, 0.766667, 0.964172, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.928024, 1.58444, 0, 0, 0, 0, 1, 1, 0
25, 0.8, 0.965383, 1, 0.598406, 0, 0, 0, 0, 0, 0, 0, 0, 0.665287, 0, 0.587928, 1.20211, 0, 0, 0, 0, 0, 1, 0
26, 0.833333, 0.955857, 1, 0.583116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16568, 0, 0, 0, 0, 0, 1, 0
27, 0.866667, 0.95389, 1, 0.537757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.630887, 1.30834, 0, 0, 0, 0, 0, 1, 0
28, 0.9, 0.953967, 1, 0.545725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.699152, 1.26612, 0, 0, 0, 0, 0, 1, 0
29, 0.933333, 0.953016, 1, 0.800513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.844636, 1.67271, 0, 0, 0, 0, 0, 1, 0
30, 0.966667, 0.952188, 1, 0.615549, 0, 0, 0, 0, 0.607097, 0, 0, 0, 0, 0, 0.511079, 0.839641, 0, 0, 0, 0, 0, 1, 0
31, 1, 0.956471, 1, 0.683518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0259, 0, 0, 0, 0, 1, 1, 0
32, 1.03333, 0.955124, 1, 0.72217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.534745, 0.859651, 0, 0, 0, 0, 0, 1, 0
33, 1.06667, 0.95723, 1, 0.952722, 0.682007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37317, 0, 0, 0, 0, 0, 1, 0
34, 1.1, 0.953907, 1, 0.741284, 0, 0, 0, 0, 0.685691, 0, 0, 0, 0, 0, 0, 0.757044, 0, 0, 0, 0, 1, 1, 0
35, 1.13333, 0.957633, 1, 0.728458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06773, 0, 0, 0, 0, 0, 1, 0
36, 1.16667, 0.956835, 1, 0.974198, 0, 0, 0, 0, 0.635646, 0, 0, 0, 0, 0, 0, 0.868411, 0, 0, 0, 0, 0, 1, 0
37, 1.2, 0.955247, 1, 0.604594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.845622, 0, 0, 0, 0, 0, 1, 0
38, 1.23333, 0.958705, 1, 0.653532, 0, 0, 0, 0, 0.607955, 0, 0, 0, 0.507311, 0, 0, 0.675492, 0, 0, 0, 0, 0, 1, 0
39, 1.26667, 0.953413, 1, 0.6283, 0, 0, 0, 0, 0.810924, 0, 0, 0, 0, 0, 0, 1.32875, 0, 0, 0, 0, 0, 1, 0
40, 1.3, 0.961093, 1, 0.517213, 0, 0, 0, 0, 0.631708, 0, 0, 0, 0, 0, 0, 0.911157, 0, 0, 0, 0, 0, 1, 0
41, 1.33333, 0.958488, 1, 0.708865, 0, 0, 0, 0, 0.920399, 0, 0, 0, 0, 0, 0, 0.961648, 0, 0, 0, 0, 1, 1, 0
42, 1.36667, 0.960888, 1, 0.822325, 0, 0, 0, 0, 0.813764, 0, 0, 0, 0, 0, 0, 0.711214, 0, 0, 0, 0, 1, 1, 0
43, 1.4, 0.960061, 1, 0.70556, 0.53207, 0, 0, 0, 0.818121, 0, 0, 0, 0, 0, 0, 1.17091, 0, 0, 0, 0, 1, 1, 0
44, 1.43333, 0.961605, 1, 0.770607, 0, 0, 0, 0, 0.567052, 0, 0, 0, 0, 0, 0, 0.755042, 0, 0, 0, 0, 0, 1, 0
45, 1.46667, 0.961458, 1, 0.822511, 0, 0, 0, 0, 0.774652, 0, 0, 0, 0, 0, 0, 0.546307, 0, 0, 0, 0, 1, 1, 0
46, 1.5, 0.960122, 1, 0.699836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.853225, 0, 0, 0, 0, 1, 1, 0
47, 1.53333, 0.960551, 1, 0.710069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.719673, 0, 0, 0, 0, 0, 1, 0
48, 1.56667, 0.960754, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04391, 0, 0, 0, 0, 0, 1, 0
49, 1.6, 0.960078, 1, 0.914315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.744455, 0, 0, 0, 0, 0, 1, 0
50, 1.63333, 0.961238, 1, 0.590928, 0, 0, 0, 0, 0.556723, 0, 0, 0, 0, 0, 0, 0.83618, 0, 0, 0, 0, 0, 1, 0
51, 1.66667, 0.959043, 1, 0.706156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.67167, 1.3144, 0, 0, 0, 0, 0, 1, 0
52, 1.7, 0.960302, 1, 0.834816, 0, 0, 0, 0, 0.505201, 0, 0, 0, 0, 0, 0.557278, 1.11212, 0, 0, 0, 0, 0, 1, 0
53, 1.73333, 0.95914, 1, 0.979296, 0, 0, 0, 0, 0.653339, 0, 0, 0, 0.621497, 0, 0.604966, 0.959116, 0, 0, 0, 0, 0, 1, 0
54, 1.76667, 0.959288, 1, 0.856465, 0.534265, 0, 0, 0, 0, 0, 0, 0, 0.519392, 0, 0.552941, 1.27304, 0, 0, 0, 0, 0, 1, 0
55, 1.8, 0.959069, 1, 0.794027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.563616, 1.57847, 0, 0, 0, 0, 0, 1, 0
56, 1.83333, 0.955364, 1, 0.667458, 0, 0, 0, 0, 1.0167, 0, 0, 0, 0, 0, 0.750178, 1.4772, 0, 0, 0, 0, 0, 1, 0
57, 1.86667, 0.958802, 1, 0.694767, 0, 0, 0, 0, 0.9952, 0, 0, 0, 0, 0, 0, 1.68348, 0, 0, 0, 0, 0, 1, 0
58, 1.9, 0.958432, 1, 0.657725, 0, 0, 0, 0, 0.576141, 0, 0, 0, 0, 0, 0, 1.12774, 0, 0, 0, 0, 0, 1, 0
59, 1.93333, 0.958805, 1, 0.899916, 0, 0, 0, 0, 0.696806, 0, 0, 0, 0, 0, 0.683463, 1.07584, 0, 0, 0, 0, 0, 1, 0
60, 1.96667, 0.959225, 1, 0.989294, 0, 0, 0, 0, 0.861356, 0, 0, 0, 0, 0, 0.828914, 0.52814, 0, 0, 0, 0, 0, 1, 0
61, 2, 0.958841, 1, 0.664467, 0, 0, 0, 0, 0.627005, 0, 0, 0, 0, 0, 0.531642, 1.50954, 0, 0, 0, 0, 0, 1, 0
62, 2.03333, 0.95737, 1, 0.754566, 0, 0, 0, 0, 0.560862, 0, 0, 0, 0.537087, 0, 0.716813, 0.969999, 0, 0, 0, 0, 0, 1, 0
63, 2.06667, 0.958679, 1, 0.658794, 0, 0, 0, 0, 0.59564, 0, 0, 0, 0, 0, 0, 1.10018, 0, 0, 0, 0, 0, 1, 0
64, 2.1, 0.958888, 1, 0.634873, 0, 0, 0, 0, 0.755725, 0, 0, 0, 0.597115, 0, 0, 0.847993, 0, 0, 0, 0, 0, 1, 0
65, 2.13333, 0.959064, 1, 0.824148, 0, 0, 0, 0, 0.745719, 0, 0, 0, 0, 0, 0.574847, 0.869057, 0, 0, 0, 0, 1, 1, 0
66, 2.16667, 0.956921, 1, 0.634173, 0, 0, 0, 0, 0.813667, 0, 0, 0, 0, 0, 0, 1.33744, 0, 0, 0, 0, 1, 1, 0
67, 2.2, 0.96091, 1, 0.726469, 0, 0, 0, 0, 0.707758, 0, 0, 0, 0, 0, 0, 0.787851, 0, 0, 0, 0, 1, 1, 0
68, 2.23333, 0.959791, 1, 0.820341, 0, 0, 0, 0, 0.751388, 0, 0, 0, 0, 0, 0.552373, 1.34928, 0, 0, 0, 0, 0, 1, 0
69, 2.26667, 0.95821, 1, 0.568921, 0, 0, 0, 0, 0.616129, 0, 0, 0, 0, 0, 0.783083, 1.64801, 0, 0, 0, 0, 0, 1, 0
70, 2.3, 0.959241, 1, 0.513772, 0, 0, 0, 0, 0.652486, 0, 0, 0, 0, 0, 0.667394, 1.90419, 0, 0, 0, 0, 0, 1, 0
71, 2.33333, 0.961134, 1, 0.561082, 0, 0, 0, 0, 0.626868, 0, 0, 0, 0, 0, 0.625146, 1.27973, 0, 0, 0, 0, 0, 1, 0
72, 2.36667, 0.959618, 1, 0.637065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33247, 0, 0, 0, 0, 0, 1, 0
73, 2.4, 0.956162, 1, 0.663857, 0, 0, 0, 0, 0.722948, 0, 0, 0, 0, 0, 0, 1.08636, 0, 0, 0, 0, 0, 1, 0
74, 2.43333, 0.956487, 1, 0.503085, 0, 0, 0, 0, 0.564724, 0, 0, 0, 0, 0, 0.61842, 1.30132, 0, 0, 0, 0, 0, 1, 0
75, 2.46667, 0.960277, 1, 0.839814, 0, 0, 0, 0, 0.648445, 0, 0, 0, 0, 0, 0, 1.56667, 0, 0, 0, 0, 0, 1, 0
76, 2.5, 0.959567, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.618727, 0, 0, 1.78553, 0, 0, 0, 0, 0, 1, 0
77, 2.53333, 0.961337, 1, 0.528548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93151, 0, 0, 0, 0, 0, 1, 0
78, 2.56667, 0.959922, 1, 0.525471, 0, 0, 0, 0, 0.642195, 0, 0, 0, 0, 0, 0.517249, 1.56319, 0, 0, 0, 0, 0, 1, 0
79, 2.6, 0.958396, 1, 0, 0, 0, 0, 0, 0.515357, 0, 0, 0, 0, 0, 0, 1.76597, 0, 0, 0, 0, 0, 1, 0
