frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.921796, 1, 0.0128835, 0.292489, -0.956182, -0.211236, 0.216984, -0.953047, 0.14911, 0.464502, -0.872929, -0.0684849, 0.384894, -0.920417
2, 0.0333333, 0.918551, 1, 0.00913278, 0.277612, -0.96065, -0.207086, 0.213333, -0.95478, 0.150545, 0.459271, -0.875446, -0.059779, 0.390022, -0.918863
3, 0.0666667, 0.917977, 1, 0.0116498, 0.264492, -0.964318, -0.209166, 0.212886, -0.954426, 0.15541, 0.449481, -0.879667, -0.060652, 0.391549, -0.918156
4, 0.1, 0.917878, 1, 0.00978837, 0.266843, -0.96369, -0.206132, 0.215019, -0.954608, 0.154184, 0.452601, -0.878282, -0.0568352, 0.394665, -0.917066
5, 0.133333, 0.917869, 1, 0.0117755, 0.265274, -0.964101, -0.205308, 0.215089, -0.95477, 0.156721, 0.451553, -0.878373, -0.0555614, 0.39516, -0.91693
6, 0.166667, 0.917377, 1, 0.00959116, 0.264656, -0.964295, -0.208812, 0.214074, -0.954238, 0.1544, 0.451335, -0.878895, -0.0592571, 0.394298, -0.91707
7, 0.2, 0.927141, 1, 0.0297984, 0.285944, -0.957783, -0.211361, 0.215718, -0.953306, 0.16992, 0.472161, -0.86498, -0.0640107, 0.396098, -0.915975
8, 0.233333, 0.928589, 1, 0.0336352, 0.268067, -0.962813, -0.242219, 0.238188, -0.94053, 0.173998, 0.456765, -0.872405, -0.0994843, 0.415657, -0.904064
9, 0.266667, 0.929836, 1, 0.00505834, 0.257625, -0.966232, -0.19321, 0.236972, -0.95211, 0.145715, 0.444811, -0.883691, -0.0506271, 0.416414, -0.907764
10, 0.3, 0.930712, 1, 0.0159388, 0.259292, -0.965667, -0.217556, 0.229753, -0.948622, 0.156862, 0.450418, -0.87893, -0.074098, 0.411907, -0.908208
11, 0.333333, 0.927712, 1, 0.00876251, 0.26394, -0.964499, -0.213054, 0.235819, -0.948155, 0.146821, 0.453324, -0.879171, -0.072649, 0.416448, -0.906252
12, 0.366667, 0.929158, 1, -0.00281269, 0.268255, -0.963344, -0.207696, 0.240631, -0.948135, 0.136062, 0.454308, -0.880393, -0.0666016, 0.418791, -0.905637
13, 0.4, 0.924795, 1, 0.0517448, 0.278102, -0.959157, -0.188208, 0.223634, -0.956329, 0.188334, 0.462912, -0.866166, -0.0454324, 0.402872, -0.914128
14, 0.433333, 0.929019, 1, 0.0347153, 0.250943, -0.967379, -0.184341, 0.254079, -0.949454, 0.174034, 0.43825, -0.881844, -0.0448753, 0.432031, -0.900742
15, 0.466667, 0.929913, 1, 0.0514361, 0.262506, -0.963559, -0.176896, 0.267052, -0.947307, 0.190651, 0.448369, -0.87328, -0.0371904, 0.443784, -0.895362
16, 0.5, 0.928265, 1, 0.053046, 0.26333, -0.963246, -0.175733, 0.272032, -0.946106, 0.192324, 0.448115, -0.873043, -0.0363357, 0.447342, -0.893625
17, 0.533333, 0.924254, 1, 0.045801, 0.273459, -0.960793, -0.176999, 0.257935, -0.949811, 0.186784, 0.456684, -0.8698, -0.0334339, 0.433189, -0.900683
18, 0.566667, 0.924763, 1, 0.0316358, 0.338001, -0.940614, -0.186177, 0.247468, -0.95084, 0.170228, 0.52218, -0.835674, -0.0362332, 0.429167, -0.902498
19, 0.6, 0.956501, 1, 0.0352102, 0.333255, -0.942179, -0.193023, 0.245812, -0.949905, 0.176926, 0.535002, -0.826117, -0.0395486, 0.444449, -0.894931
20, 0.633333, 0.927137, 1, 0.0209118, 0.303685, -0.952543, -0.20193, 0.240771, -0.949344, 0.146898, 0.490992, -0.858689, -0.0707994, 0.425189, -0.902331
21, 0.666667, 0.926997, 1, 0.00310151, 0.354437, -0.935075, -0.20517, 0.252321, -0.945642, 0.134165, 0.555757, -0.820447, -0.0630159, 0.453951, -0.888796
22, 0.7, 0.926876, 1, 0.00959348, 0.334758, -0.942255, -0.194362, 0.240733, -0.950932, 0.147854, 0.544067, -0.825912, -0.0450798, 0.449654, -0.892065
23, 0.733333, 0.925423, 1, 0.0387444, 0.342192, -0.938831, -0.189556, 0.263642, -0.945813, 0.175965, 0.549523, -0.816738, -0.0421319, 0.468976, -0.882205
24, 0.766667, 0.925822, 1, 0.0293222, 0.352657, -0.935293, -0.199466, 0.245129, -0.948749, 0.163011, 0.556436, -0.814743, -0.0526382, 0.448744, -0.892109
25, 0.8, 0.918075, 1, 0.0684298, 0.3438, -0.936546, -0.20659, 0.295335, -0.93279, 0.203266, 0.55158, -0.808976, -0.0645522, 0.496337, -0.865726
26, 0.833333, 0.924732, 1, 0.0398498, 0.340435, -0.939423, -0.209435, 0.293304, -0.932797, 0.177469, 0.548249, -0.817269, -0.0655553, 0.494408, -0.866754
27, 0.866667, 0.923885, 1, 0.0179609, 0.33183, -0.943168, -0.220312, 0.282038, -0.933765, 0.155231, 0.540641, -0.826808, -0.077286, 0.483642, -0.871847
28, 0.9, 0.923483, 1, 0.0243318, 0.33509, -0.941872, -0.224376, 0.279995, -0.933412, 0.159862, 0.539449, -0.826704, -0.0825451, 0.477185, -0.874917
29, 0.933333, 0.922428, 1, 0.049423, 0.285949, -0.956969, -0.188212, 0.205963, -0.960289, 0.187953, 0.500368, -0.845166, -0.039937, 0.416806, -0.908118
30, 0.966667, 0.924659, 1, 0.0523282, 0.267236, -0.962209, -0.175835, 0.231743, -0.956753, 0.189375, 0.468998, -0.862657, -0.0339999, 0.426914, -0.903653
