957.59,1998,2689.9,3871.9,4829.2
586,1570.3,2442.1,3310.4,4769.1
655.62,1601.3,2977.2,3766.3,4785.7
638.13,1570.6,2999.1,3850.7,4596.1
986.93,1943.7,2703.6,3710,4333.1
1364.4,2375,2806.6,3846.8,4350.1
841.66,1908.4,2690.9,3755.9,4407.2
541,1545.5,2460.4,3528.4,4274.5
618.08,1729.7,2550.5,3329.6,4079.5
588.77,1700.7,2809.8,3585.2,4192.6
632.69,1644.5,2907.6,3760.7,4213.7
636.26,1680.1,2735.1,3581.5,4455.1
791.29,1529.3,2552.7,3771.6,4814
810.51,1383,2383.4,3937.3,4772.5
1042.5,2092.5,3061.5,4312,4867.3
947.31,2129.7,3206.4,4240.1,4883
526.87,1198.3,1980.5,2766.9,3802.7
771.06,1339.3,1864.3,2506,3644
706.82,1557.1,2529.4,3386.1,4640.2
314.56,1294.2,2274.3,3071.4,4510
249.72,894.31,1732.4,2455.7,4259.2
447.79,1037.3,1998.7,3109.9,4484.4
570.69,1484.7,2568.7,3950.2,4770.5
635.98,1395.4,2741.6,4006.5,4746.3
568.41,1223.7,2441.7,3503.9,4391.7
414,978.36,2132.6,2913.4,3980.8
475.72,1244.7,2357.1,3007.4,3945.6
454.07,1344.2,2168.9,2946.9,3964.7
370.95,1004.1,1638.2,2785.6,4173.2
428.82,1019.3,1808.6,3420.8,4556
418.82,764.97,1693,3237.7,4329.9
352,912.58,1820.8,3149.6,4222.8
405.48,1562.5,2371.7,3467,4302
502.92,1781,2522.7,3504.6,4377.6
501.17,1796.6,2604.4,4056.1,4681.1
453,1195.8,2130.1,3256.8,4579
498.82,1038.4,2111.9,3013.4,4520
432.92,1524.3,2476.7,3710.9,4667.7
404.16,1495.9,2720.1,3828.8,4756.3
682.81,1553.1,2721.2,3374.3,4591.8
654.16,1194.1,2471.8,2930,4253.2
456.13,933.01,2191.4,2655.5,4007.2
412.05,812.31,1528.2,2066.2,3570.5
328,823.5,1369.9,2401.3,3489.4
328,1312.9,2027.5,3181.1,3982.9
366.02,1434.2,2511.2,3281,4260
295.82,1242.2,2131,3368.8,4457.7
587.55,1313.8,2648.2,3784.7,4627.9
707.41,1299.9,3450,4178.1,4836
516.09,1789.2,3266,4184.8,4839.9
754.96,2483.5,3266,3977,4756.3
878.01,2267.8,2957.4,3931,4641.1
898,1997,2633,4036,4700.8
943.82,1801.3,2674.9,3852.2,4469.2
1049,1606.2,2311.4,3272.4,3923.4
1044.6,1474.9,1845,2882,3767.8
637.7,1447.8,1805,2811.3,3706.3
402.88,1352,2052.6,2915.8,3844.5
687.49,1519.2,2400.3,3422.5,4129.1
806.17,1451.3,2126.4,3208.4,4125
655.14,1518.7,2222.2,3300.6,4258.1
550.9,1604,2647,3553.3,4512.6
672.97,1911.3,2848.2,3357.7,4633
876.95,2150.4,2870.1,3521.4,4442.4
968.8,2131.6,2772.5,3818.4,4348.8
885.35,2035.8,2843.4,3807.3,4270.4
789,1610.9,2535.3,3424.9,4070
789,1653.1,2359,3469,4199.7
758.77,2005.3,2972.3,3956.5,4629.5
844.97,1922.8,3205.5,4206.2,4827.3
797.4,1539.4,2700.8,3853.5,4547.2
658.92,1649.5,2526,3613.1,4363.8
699.1,1593.9,2463.9,3323.1,4161.4
717.91,1650.6,2470,3393.4,4124.8
715.67,2126.8,2974.5,3944.7,4567.6
851.31,2021.5,3459.3,4160.2,4859.3
984.97,1469,2997.5,3745.2,4555
925.99,1499.2,2624.6,3590.9,4223.1
985.95,1477.9,2671.2,3974,4474
1241.6,1890.5,2916.5,4082.1,4654.7
1456.1,2383,3232.2,3914,4540.1
1279,2181.2,3556.6,3921.8,4565.2
933.13,2090.9,3511.3,3819.3,4556.1
770.39,1841.7,2731.3,3619.1,4560.7
821.75,1528.8,2200.2,3177.1,4389.3
955.92,1639.9,2457.7,3387.6,4399.7
961.97,1561.1,2678.1,4152.6,4680
891.29,1620.7,2750,3973.7,4756
741.02,1759,2879.9,3594.1,4874
617,1578.1,2767.9,3619.7,4910.1
738.88,1289.1,2074.7,3195.7,4312.2
920.63,1213.1,1578.2,2664.8,3916.1
614.79,1228.1,1806.6,3070.8,4038
234,988.99,1711.4,3531,4043.7
386.59,805,1504.7,3009.4,3974.3
547,782.09,1255.7,2407.9,3602
649.86,1138.7,1998,2949.7,3753.9
655.78,1444.5,2754.6,3805.2,4388.8
911.79,1520.6,2705.8,3975.3,4571.9
1094.2,1534.4,2468.7,3762.8,4489.9
867,1261.2,2046.8,3617,4333.4
727.92,1066.6,1836.8,2917.7,3961.8
578,896.69,1484,2209.2,3707.7
600.62,1080.5,1668.3,2374.5,3596.8
595.16,1580.8,2600.4,3338.3,4056.9
652.99,1836,3063.8,3813.7,4399.6
825.08,1764.8,2639.8,3359.2,4306.6
582.6,1503.7,2141.9,3021,4314.2
708.03,1635.6,2255.4,3298.7,4341.1
823.89,1563.7,2540.2,3575.1,4215.1
781.56,1602,2447.4,3064.5,3995.9
1217.6,2423,2933.5,3458.9,4154
1561.6,2756.8,3186.3,3945,4376.8
1146.6,1946.8,2437,3445,4212.3
328,1050.6,1594,2921.4,3995
437.24,1115.5,2105.1,3445.2,4323.8
536.23,1070.5,2250.3,3616.1,4448.8
557.39,1036.1,2417.9,3696.1,4516
488.91,1075.6,2585.4,3783,4869.1
472.39,1542.6,2664.6,3790.4,4903.2
529.69,1571.4,2793.7,3748.2,4751.1
469,1613.4,2538.6,3328.5,4639.3
412.69,2149.1,2577.8,3233.8,4157.1
352,2023,2600.5,3237.7,4150.6
423.23,1587,2517.3,3217.1,4155.4
473.53,1489.5,2403.8,3467.1,4204
426.23,1559.9,2872.1,3960.6,4524.1
398.78,2064,3321.6,3971.9,4484.2
503.61,2149.8,3346.5,3974.2,4933.1
579.76,1313.7,2426.2,3283,4343.4
466.99,1424.7,1980.1,2888.1,3695
386.93,1434.5,2135.7,3017.6,3582.4
371.15,1316,2157.1,2949.7,3461
367,1188.7,2291.2,3128.5,3761.8
397.32,1498.2,2671,3513.5,4142.3
395.83,1784.2,2627.8,3303.4,4304.5
351.78,1458.2,2023.4,2985.7,4338.9
385.39,1199.2,1747.9,2953,4160.3
1091.7,2071.4,2703.5,3573.3,4333.2
1417.6,2282.6,3329.8,3986.5,4708.1
1218,1721.6,2784.4,3443.9,4728.8
1453,2183.2,2721.5,3475.6,4694.3
1122.4,2350,3013.5,3910.5,4516.2
750.6,2239.6,2980.8,3748.6,4405.5
594.92,2176.2,2953.7,3469,4339.5
456.55,2095.8,3084.8,3547.9,4159.5
705.77,1835.6,2898.8,3734.5,4526.3
927.31,1639.9,2777.2,3964.3,4777.9
669.14,1415.4,2461.2,3563.7,4370.6
490.16,1257.5,2463.3,3063.7,4156.8
607.46,1841,2997.4,3392.7,4318.2
570.16,2009.8,2976.9,3487.4,4153.4
487.77,1670.8,2874.5,3311.9,3906
451.69,2045.2,2988.9,3301.5,3992.6
480.99,1970.3,2950.5,3273,4018.1
585.7,1431.8,2760.3,3104.1,3824.7
