366.9,1034.7,2129.3,2868.3,4044.5
382.9,1132.6,2109.4,2801.1,3949.2
387.05,1156.1,2128.9,2797,4046.1
413.61,1109.5,2156.3,2797,4082.4
661.26,1618.1,2561.6,3398.9,4236.1
879.05,1983,2594.6,3456.6,4460.6
836.49,1846.7,2253.6,3349.6,4615.4
781.69,2033.5,2778.8,3828,4495.1
534.43,1531.4,2764,3623.6,4095.4
231.33,891,2284.4,3386.8,4045.2
164,855.94,2282.2,3151.1,4268
487.9,1445.1,2353.9,3041.7,4332.7
866.41,2244,2785.2,3599.8,4462.1
906.1,2402.1,3286.6,4108.9,4567.6
905.9,2186.2,3009.5,4094.3,4519.5
952.51,2073.2,2909.1,4031,4478.1
934.23,2287.6,3285.7,4077.4,4391
886.36,2301.7,3308.5,3963.1,4448.8
871.34,2072.2,3332.7,3797,4438.4
863.26,1825.9,2922.9,3878,4347.7
898.31,1726.3,2492.4,3571.4,4428.2
844.38,1792.4,2514.8,3118.2,4473.2
780.9,1959.5,2585.8,3351.8,4479.7
854.67,1924,2559.5,3547.8,4396.4
879.54,1847,2573.8,3738.3,4550.6
836,1930,2601.9,4035.1,4813.2
808.84,1930,2265.4,3626.1,4723.4
746.44,1941.4,2392.9,3681.5,4799.6
572.26,1339.8,1937.5,3099.5,4000.1
430,911.46,1501.8,2540.3,3305.9
414.2,1194,2335.8,3232.6,3855.7
405.9,1215.2,2556.5,3355.8,4217.8
417.95,1198.5,2136.8,3077.2,4284.9
533.59,1585.7,2283.2,3391.3,4381.9
536.41,1355.4,2592,3876.3,4310.5
433.36,758,1785.7,3109.9,4190.5
425.74,754.05,1148.2,2460.6,4129.8
409.95,750,1657.8,2580.9,4054.1
564.59,1270.9,2414.7,2868.5,4290.4
653.33,1588.7,2371.4,2996.9,4237.8
493.17,1398.1,2297.9,3307.6,4146.3
382.69,1402.8,2515.9,3622,4328
370.95,1301.9,2063.8,3304,4204.6
394.26,1412.2,2033.9,3020.5,4035.5
302.41,1370.4,2144.3,2675.8,4027.1
168.25,1152.3,1782.2,2679.5,4151.4
148,1175.9,1653.4,3023.2,4323
148,1144.9,2017.9,3074.2,4363.5
707.42,1691.6,2750.4,3510.8,4343.2
1207.9,1891.5,2687.9,3517.2,4212.9
1133,1457.3,2351.2,3105.4,4027.8
1024.9,1430,2378.9,3120.9,4112.1
914,1522.3,2444.7,3101.8,4296.1
1192,2049,2843.8,3521.9,4386.3
1480.5,2553.7,3172.2,3980.5,4344.3
824.35,2655.5,3102.2,3984,4369.9
98.131,2675.7,3058.4,3984,4418.5
120.08,2702.4,3120.4,4003.3,4448.1
835.39,2692.2,3175.9,3996.3,4492.4
1600.1,2598.4,3191.4,3984.3,4461
908.66,2014.9,2825.3,3579.3,4202.8
86,1472.3,2588.1,3136.6,3949.4
124.51,1407.1,2668.9,2935.9,3552.2
156.1,1320,2594,2942.5,3533.9
136.64,1709.6,2562.9,3151.9,3976.1
144.26,2109,2454,3264.1,4000.1
117.59,2225,2718.2,3386.4,3992
255.16,2706.4,3235.9,3803.4,4308.5
325.51,2973.8,3402.1,4002.7,4436
237.56,2867,3328.9,3619.1,4326.8
273,2979.1,3381.4,3576.4,4460.5
276.95,3136.5,3662.1,3957.8,4511.4
196.07,2624.5,3484.7,4014.6,4515.6
182.57,1908.4,2566.3,3071.8,3840.4
273.31,1206.5,2547.8,3396.4,3966.2
235.18,725.92,2531.1,3446.8,3986.8
172.15,1414.6,2454.7,3099.1,3969.1
160.1,1871.3,2684.5,3390.5,3990.1
201.82,1832.5,2549,3397.2,3940.1
242.2,1935.1,2826.6,3925.9,4854
260.81,1898.3,2738.2,3545.4,4396.3
281.2,2435.4,3206.6,3780.6,4240.1
292.5,2801.9,3436.3,4156.1,4651.9
252.06,2723.9,3113.9,3916.1,4705.7
184.1,2848.1,3242,3984.7,4563.5
164.4,2798.2,3257.1,3961.4,4359
189.93,2666.1,3254,3929.9,4412.6
283.72,2589.7,3234,3879.9,4461.2
294.07,2765.8,3192.1,3855.2,4468.1
230.99,2766.4,3136.8,3855.8,4404
264.14,2616.2,3029.9,3493.5,4243.9
335.6,2785.5,3040.2,3601.3,4476.5
317.39,2785.2,3083.8,4029.4,4626.1
322.92,2732,3312.7,3964.7,4517.9
344.09,2919.8,3678.8,4110.1,4636.1
270.76,2912.9,3464.2,4021.4,4466.3
257.02,2755.5,3484.9,4020.8,4413.8
316.01,2668.7,3423.6,3808.4,4452.9
290.17,2633.2,3149,3621.3,4457.3
261.01,2807.8,3539.7,4132,4609
254.67,2920,3534.3,4138.1,4696.8
196.29,2813.1,3294.9,3895.4,4712.9
194.71,2720.3,3286.8,3927.7,4610.1
284.04,2819.6,3294.8,3981,4704
294.27,3000,3326,3953.2,4847
215.67,3000,3342,3975.7,4806.1
168.5,2855.2,3292.3,4019.2,4768.8
148,2703,3148.7,3977.9,4755.1
136.79,2604,3144.4,3906.9,4711
163.02,2583.8,3125.6,3822.3,4501.4
233.71,2611.1,3235.1,4039.6,4517.4
372.27,2604,3356,4081.2,4529.6
286.07,2877.5,3541.7,3945.9,4437.5
211.57,2671.5,3346.6,3732.3,4190.5
367.11,2146.4,3013,3622.1,4260.6
303.05,2047.1,3075.1,4012.8,4830.9
199.99,1939.6,3012,4029.9,4650.3
195.11,1947.1,3083.6,3892,4330.1
176.88,2085,3081,3562.4,4082.1
106.39,2098.2,2813.2,3098.1,4047.6
142.64,2009.1,2641,3048,4222.1
161.96,1926,2614.2,2977.5,3850.4
212.18,2005,2711.8,2914.4,3848.6
255.85,2052,2984.9,3454.9,4297
240.94,2483.4,3612.7,4148.8,4593.9
270.39,2523.7,3603.2,3976.5,4632
283.72,2023,3154.2,3849.6,4595.1
1280.3,2404.2,3269,4264.7,4798.1
