frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.783391, 1, -34.3788, 12.1034, 398.461, 0.0446326, 0.0134171, -0.0972184
2, 0.0333333, 0.790284, 1, -34.2215, 12.1664, 397.376, 0.0352571, 0.0266986, -0.106397
3, 0.0666667, 0.798463, 1, -34.0383, 12.1724, 397.143, 0.0279113, 0.0306737, -0.113599
4, 0.1, 0.796631, 1, -33.9808, 12.1879, 397.583, 0.0223188, 0.0325838, -0.118607
5, 0.133333, 0.804023, 1, -33.9584, 12.2291, 397.836, 0.0175614, 0.0356769, -0.121939
6, 0.166667, 0.807558, 1, -33.9234, 12.2519, 398.017, 0.0146562, 0.037563, -0.123882
7, 0.2, 0.808684, 1, -33.8804, 12.2631, 397.919, 0.0129745, 0.0384742, -0.125141
8, 0.233333, 0.822788, 1, -33.768, 11.9356, 399.089, 0.0121377, 0.0423273, -0.124756
9, 0.266667, 0.803875, 1, -33.7138, 11.7065, 400.203, 0.0100479, 0.0454343, -0.124056
10, 0.3, 0.816206, 1, -33.6884, 11.6789, 402.033, 0.00667459, 0.0511291, -0.122837
11, 0.333333, 0.809953, 1, -33.0861, 11.3359, 401.064, 0.00606886, 0.0490301, -0.117574
12, 0.366667, 0.823999, 1, -32.7793, 11.0087, 401.102, -0.00599505, 0.0457019, -0.117835
13, 0.4, 0.825124, 1, -32.5881, 10.9459, 399.425, 0.000218185, 0.0429157, -0.118147
14, 0.433333, 0.82188, 1, -32.2074, 10.7965, 397.7, -0.00417898, 0.0350827, -0.118432
15, 0.466667, 0.83023, 1, -32.2935, 10.8844, 397.599, -0.0103544, 0.0403088, -0.117227
16, 0.5, 0.819226, 1, -32.3191, 10.7336, 397.881, -0.0134529, 0.0389427, -0.115377
17, 0.533333, 0.815453, 1, -32.2734, 10.7473, 396.682, -0.0151679, 0.0368565, -0.114713
18, 0.566667, 0.806196, 1, -32.5332, 10.9245, 397.754, -0.016118, 0.0390158, -0.112899
19, 0.6, 0.805342, 1, -32.5797, 10.9065, 397.869, -0.0164677, 0.0351064, -0.115307
20, 0.633333, 0.820501, 1, -32.7369, 11.034, 398.118, -0.0100991, 0.0362239, -0.114777
21, 0.666667, 0.815819, 1, -32.6994, 10.8862, 397.284, -0.0192857, 0.0295406, -0.117843
22, 0.7, 0.796739, 1, -32.8241, 10.9308, 396.577, -0.01879, 0.0318598, -0.118125
23, 0.733333, 0.797962, 1, -33.271, 10.6816, 396.533, -0.0312519, 0.0344311, -0.121147
24, 0.766667, 0.809872, 1, -33.4977, 10.5486, 396.746, -0.0370912, 0.0372598, -0.121151
25, 0.8, 0.813711, 1, -33.5711, 10.5885, 396.772, -0.0384074, 0.0409888, -0.120719
26, 0.833333, 0.806842, 1, -33.629, 10.5866, 396.771, -0.0347795, 0.0419269, -0.120437
27, 0.866667, 0.812002, 1, -33.749, 10.5917, 396.517, -0.0343011, 0.0437105, -0.119657
28, 0.9, 0.808529, 1, -33.774, 10.5177, 396.216, -0.0317599, 0.0427273, -0.119016
29, 0.933333, 0.814416, 1, -33.682, 10.2349, 395.676, -0.0333864, 0.0376296, -0.120798
30, 0.966667, 0.80964, 1, -33.6167, 10.2212, 395.519, -0.0346289, 0.0383937, -0.122139
31, 1, 0.820339, 1, -33.5043, 10.1872, 394.04, -0.0322256, 0.035234, -0.122699
32, 1.03333, 0.843099, 1, -33.1523, 10.3471, 392.12, -0.0337524, 0.028238, -0.124002
33, 1.06667, 0.843659, 1, -33.5006, 10.8445, 395.29, -0.0295949, 0.043619, -0.122346
34, 1.1, 0.82342, 1, -33.3759, 10.8118, 397.475, -0.00021104, 0.0386778, -0.127009
35, 1.13333, 0.813974, 1, -33.5596, 11.1609, 402.406, 0.019414, 0.0500376, -0.129643
36, 1.16667, 0.807598, 1, -33.4906, 11.1527, 403.552, 0.027583, 0.0527416, -0.132129
37, 1.2, 0.777847, 1, -33.2878, 11.0274, 404.258, 0.0185323, 0.0508089, -0.130255
38, 1.23333, 0.785742, 1, -33.0627, 10.7562, 404.46, 0.0156509, 0.0467099, -0.129649
39, 1.26667, 0.783543, 1, -32.69, 10.1165, 402.323, -0.00359451, 0.0414548, -0.128664
