frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.862698, 1, 0.509284, 0, 0, 0, 0, 0.510429, 0, 0, 0, 0, 0, 0, 2.37676, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.870453, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24747, 0, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.871352, 1, 0, 0, 0.852484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80847, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.865569, 1, 0.702936, 1.01569, 1.11492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72334, 0, 1, 0, 0, 1, 0, 0
5, 0.133333, 0.873511, 1, 0.508507, 0, 0, 0.539172, 0, 0, 0, 0, 0, 0.557556, 0, 0, 1.16532, 0, 0, 0, 0, 1, 0, 0
6, 0.166667, 0.865921, 1, 1.00338, 0, 0.953931, 0, 0, 0.826127, 0, 0, 0, 0.633983, 0, 0, 1.207, 0, 1, 0, 0, 1, 0, 0
7, 0.2, 0.850226, 1, 0.736403, 0, 0.809958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56603, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.851334, 1, 1.19953, 0.579968, 0.739518, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.686439, 0, 0, 0, 0, 1, 0, 0
9, 0.266667, 0.845068, 1, 1.25389, 0.716292, 0.827453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20749, 0, 1, 0, 0, 1, 0, 0
10, 0.3, 0.852878, 1, 0.937743, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23689, 0, 0, 0, 0, 1, 0, 0
11, 0.333333, 0.838685, 1, 1.05583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42488, 0, 0, 0, 0, 1, 0, 0
12, 0.366667, 0.828306, 1, 0.807479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.867819, 0, 0, 0, 0, 1, 0, 0
13, 0.4, 0.839375, 1, 1.18003, 0, 0, 0.583094, 0, 0.608704, 0, 0, 0, 0, 0, 0, 2.51649, 0, 0, 0, 0, 1, 0, 0
14, 0.433333, 0.805493, 1, 1.10007, 0, 0.925413, 0.728942, 0, 0, 0, 0, 0, 0.554343, 0, 0, 2.36142, 0, 1, 0, 0, 1, 0, 0
15, 0.466667, 0.825458, 1, 1.20847, 0, 0, 0.512671, 0, 0.564079, 0, 0, 0, 0, 0, 0.71203, 1.78643, 0, 0, 0, 0, 1, 0, 0
16, 0.5, 0.830096, 1, 0.67701, 0, 0, 0.536435, 0, 0.620737, 0, 0, 0, 0, 0, 0, 2.37431, 0, 0, 0, 0, 1, 0, 0
17, 0.533333, 0.847539, 1, 0.57503, 0, 0.851194, 0.635114, 0, 0.80591, 0, 0, 0, 0, 0, 0, 1.39154, 0, 0, 0, 0, 1, 0, 1
18, 0.566667, 0.857777, 1, 0.798813, 0, 0.697294, 0, 0, 0.632682, 0, 0, 0, 0.547043, 0, 0, 2.00176, 0, 0, 0, 0, 1, 0, 0
19, 0.6, 0.853658, 1, 0.875126, 0, 0.606734, 0, 0, 0.723034, 0, 0, 0, 0, 0, 0, 1.36311, 0, 0, 0, 0, 1, 0, 0
20, 0.633333, 0.812122, 1, 0.805725, 0, 0, 0.767565, 0, 0.548987, 0, 0, 0, 0, 0, 0, 1.50365, 0, 0, 0, 0, 1, 0, 0
21, 0.666667, 0.846409, 1, 0.613753, 0, 0, 0.75361, 0, 0, 0, 0, 0, 0.521518, 0, 0, 1.33658, 0, 0, 0, 0, 1, 0, 0
22, 0.7, 0.84434, 1, 0.801877, 0, 0, 0.576785, 0, 0, 0, 0, 0, 0, 0, 0, 1.95974, 0, 0, 0, 0, 1, 0, 0
23, 0.733333, 0.83995, 1, 1.25009, 0, 0.895114, 0, 0, 0, 0, 0, 0, 0.608166, 0, 0, 1.27056, 0, 1, 0, 0, 1, 0, 0
24, 0.766667, 0.84658, 1, 1.0571, 0, 0.549943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87079, 0, 0, 0, 0, 1, 0, 0
25, 0.8, 0.826015, 1, 0.563614, 0, 0.778748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61508, 0, 0, 0, 0, 1, 0, 0
26, 0.833333, 0.841265, 1, 1.04134, 0, 1.35703, 0, 0, 0.854316, 0, 0, 0, 0.694461, 0, 0, 2.22954, 0, 1, 0, 0, 1, 0, 0
27, 0.866667, 0.835308, 1, 0.747653, 0, 0.807093, 0.538234, 0, 0, 0, 0, 0, 0, 0, 0, 2.50628, 0, 0, 0, 0, 1, 0, 0
28, 0.9, 0.814028, 1, 0.77671, 0, 0.6996, 0.532573, 0, 0, 0, 0, 0, 0, 0, 0, 2.60191, 0, 0, 0, 0, 1, 0, 1
29, 0.933333, 0.846366, 1, 0.834427, 0, 0.969226, 0.562845, 0, 0, 0, 0, 0, 0.594517, 0, 0, 2.05037, 0, 0, 0, 0, 1, 0, 0
30, 0.966667, 0.845555, 1, 0.887833, 0, 0.748156, 0.565635, 0, 0, 0, 0, 0, 0, 0, 0, 2.14988, 0, 0, 0, 0, 1, 0, 0
31, 1, 0.828168, 1, 0.688241, 0, 1.19789, 0.596179, 0, 0, 0, 0, 0, 0.557899, 0, 0, 2.13093, 0, 0, 0, 0, 1, 0, 0
32, 1.03333, 0.83265, 1, 0.819163, 0, 0.753879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64161, 0, 0, 0, 0, 1, 0, 0
33, 1.06667, 0.847301, 1, 0.76595, 0, 0.913027, 0.605473, 0, 0.625065, 0, 0, 0, 0, 0, 0, 1.95052, 0, 0, 0, 0, 1, 0, 0
