frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.862698, 1, 110.415, 37.4733, 662.107, 0.0250267, -0.0150214, -0.0901326
2, 0.0333333, 0.870453, 1, 110.199, 36.9675, 659.364, 0.0389132, -0.00134263, -0.105626
3, 0.0666667, 0.871352, 1, 110.235, 36.6346, 658.182, 0.0530024, 0.00896105, -0.117838
4, 0.1, 0.865569, 1, 110.536, 35.7036, 657.764, 0.0535757, 0.0133822, -0.125719
5, 0.133333, 0.873511, 1, 110.382, 35.3036, 656.566, 0.0652802, 0.0121317, -0.126438
6, 0.166667, 0.865921, 1, 110.337, 35.6654, 655.757, 0.0705481, 0.00578353, -0.122485
7, 0.2, 0.850226, 1, 110.015, 36.2454, 653.87, 0.0851021, 0.00245133, -0.119041
8, 0.233333, 0.851334, 1, 110.004, 36.8158, 653.212, 0.0960987, -0.00408121, -0.116188
9, 0.266667, 0.845068, 1, 110.181, 36.697, 654.116, 0.106251, -0.0079097, -0.111092
10, 0.3, 0.852878, 1, 110.131, 35.9948, 653.223, 0.102453, -0.00631527, -0.112353
11, 0.333333, 0.838685, 1, 110.017, 35.374, 652.595, 0.103312, -0.000753567, -0.114932
12, 0.366667, 0.828306, 1, 109.904, 35.1985, 651.713, 0.108655, 0.000402071, -0.115266
13, 0.4, 0.839375, 1, 110.183, 36.0064, 653.446, 0.119616, -0.00455542, -0.11159
14, 0.433333, 0.805493, 1, 110.595, 36.6268, 655.251, 0.123565, -0.00713745, -0.112627
15, 0.466667, 0.825458, 1, 110.353, 36.6348, 653.43, 0.115768, -0.00819408, -0.113622
16, 0.5, 0.830096, 1, 110.411, 36.1838, 652.601, 0.124378, -0.00741161, -0.112605
17, 0.533333, 0.847539, 1, 110.678, 35.7397, 653.83, 0.134369, 0.00305152, -0.113768
18, 0.566667, 0.857777, 1, 110.638, 35.5681, 652.561, 0.114808, -0.00390466, -0.114363
19, 0.6, 0.853658, 1, 110.785, 35.953, 653.098, 0.113527, -0.00575206, -0.113909
20, 0.633333, 0.812122, 1, 110.294, 36.4816, 651.125, 0.116886, -0.00416478, -0.112101
21, 0.666667, 0.846409, 1, 110.546, 36.8185, 652.258, 0.112132, -0.00174387, -0.111837
22, 0.7, 0.84434, 1, 110.51, 36.9205, 653.227, 0.114748, 0.000541951, -0.109213
23, 0.733333, 0.83995, 1, 110.48, 36.6493, 653.313, 0.110334, 0.000671876, -0.109322
24, 0.766667, 0.84658, 1, 110.429, 36.609, 654.15, 0.112254, 0.00901637, -0.110092
25, 0.8, 0.826015, 1, 110.213, 36.8705, 653.854, 0.100811, 0.00193468, -0.110005
26, 0.833333, 0.841265, 1, 110.073, 37.3542, 654.328, 0.103248, 0.00574058, -0.109441
27, 0.866667, 0.835308, 1, 110.211, 37.7315, 655.884, 0.100324, 0.00853633, -0.107953
28, 0.9, 0.814028, 1, 109.94, 37.6476, 655.253, 0.110542, 0.0131062, -0.108424
29, 0.933333, 0.846366, 1, 110.153, 37.5298, 657.302, 0.10185, 0.0156011, -0.112302
30, 0.966667, 0.845555, 1, 110.083, 37.275, 657.096, 0.106219, 0.0185493, -0.113936
31, 1, 0.828168, 1, 110.152, 37.1305, 656.91, 0.0977101, 0.0207881, -0.115917
32, 1.03333, 0.83265, 1, 110.372, 37.1245, 657.254, 0.104425, 0.0215482, -0.117753
33, 1.06667, 0.847301, 1, 109.884, 37.1878, 654.236, 0.0967608, 0.0195909, -0.116933
34, 1.1, 0.853767, 1, 110.356, 37.0489, 654.744, 0.112215, 0.0282439, -0.117744
35, 1.13333, 0.849039, 1, 110.659, 36.87, 655.849, 0.101498, 0.0178157, -0.114889
36, 1.16667, 0.845807, 1, 110.77, 36.9241, 656.134, 0.101404, 0.0203468, -0.117127
37, 1.2, 0.854176, 1, 111.083, 36.7453, 656.231, 0.0898675, 0.0172054, -0.116009
38, 1.23333, 0.8518, 1, 111.582, 36.66, 657.393, 0.0844465, 0.00368111, -0.109929
39, 1.26667, 0.864578, 1, 112.076, 36.8705, 659.411, 0.0825773, 0.0017395, -0.109247
40, 1.3, 0.855298, 1, 112.341, 36.923, 660.539, 0.0865285, 0.00583984, -0.106351
41, 1.33333, 0.846001, 1, 112.386, 36.6536, 660.079, 0.0729237, 0.00529463, -0.100372
42, 1.36667, 0.86095, 1, 112.493, 36.3907, 660.844, 0.0733326, 0.00150111, -0.0970658
43, 1.4, 0.869174, 1, 113.367, 36.2147, 666.424, 0.0704004, 0.00402527, -0.0951382
44, 1.43333, 0.912664, 1, 115.556, 37.9496, 681.309, 0.0632802, 0.00387928, -0.0948639
45, 1.46667, 0.915787, 1, 114.692, 36.9128, 675.686, 0.0708827, 0.00255363, -0.09942
46, 1.5, 0.902212, 1, 113.513, 35.3923, 669.775, 0.078165, -0.00271986, -0.0939174
47, 1.53333, 0.904611, 1, 112.818, 34.0032, 668.135, 0.0735094, -0.0113128, -0.0887384
48, 1.56667, 0.899317, 1, 112.822, 33.975, 668.41, 0.07581, -0.0132961, -0.0869761
49, 1.6, 0.893395, 1, 111.51, 32.0555, 664.556, 0.0727303, -0.0286559, -0.0762777
