frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
2, 0.0333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
3, 0.0666667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
4, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
5, 0.133333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
6, 0.166667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
7, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
8, 0.233333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
9, 0.266667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
10, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
11, 0.333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
12, 0.366667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
13, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
14, 0.433333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
15, 0.466667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
16, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
17, 0.533333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
18, 0.566667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
19, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
20, 0.633333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
21, 0.666667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
22, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
23, 0.733333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
24, 0.766667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
25, 0.8, 0.880386, 1, 1.97802, 0, 0, 0, 0, 0.610452, 0.908672, 1.03421, 1.79716, 0, 0.856702, 0, 0, 0, 0, 1, 0, 1, 0, 0
26, 0.833333, 0.872793, 1, 2.18562, 0, 0.670136, 0.517901, 0, 0.56527, 0.906515, 1.02961, 1.5668, 0, 0.940494, 0.501104, 0, 0, 1, 1, 0, 0, 0, 0
27, 0.866667, 0.88267, 1, 2.3642, 0, 0.703316, 0, 0, 0.800005, 0.99134, 1.13161, 1.66499, 0, 0.955903, 0, 0, 0, 1, 1, 0, 1, 0, 0
28, 0.9, 0.878937, 1, 2.30664, 0, 0.845797, 0, 0, 1.39543, 0.990393, 1.13093, 1.77608, 0, 0.737393, 0, 0, 0, 1, 1, 0, 0, 0, 0
29, 0.933333, 0.886235, 1, 1.8361, 0, 0.71065, 0, 0, 1.25994, 1.00706, 1.15963, 2.12497, 0, 0.615225, 0, 0, 0, 1, 1, 0, 1, 0, 0
30, 0.966667, 0.890162, 1, 1.84662, 0, 1.07154, 0, 0, 1.80177, 1.02041, 1.20186, 1.66096, 0, 0.631401, 0, 0, 0, 1, 1, 0, 1, 0, 0
31, 1, 0.889614, 1, 1.70824, 0, 0.965866, 0, 0, 1.25122, 1.04237, 1.22836, 1.92919, 0, 0.513213, 0, 0, 0, 1, 1, 0, 1, 0, 0
32, 1.03333, 0.884792, 1, 1.61482, 0, 0.797114, 0.597189, 0, 1.07279, 0.869498, 1.09169, 1.47975, 0, 0, 0.622109, 0, 0, 1, 1, 0, 1, 0, 0
33, 1.06667, 0.876595, 1, 1.58877, 0, 0, 0.506452, 0, 0.899207, 0.861011, 1.09777, 1.91447, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
34, 1.1, 0.878163, 1, 1.51029, 0, 0.854527, 0.536563, 0, 0, 0.9178, 1.20096, 1.96437, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
35, 1.13333, 0.882617, 1, 1.58019, 0, 1.27238, 0.716213, 0, 0.866805, 1.10041, 1.28005, 1.8264, 0, 0.567749, 0, 0, 0, 0, 1, 0, 1, 0, 0
36, 1.16667, 0.877936, 1, 1.68442, 0, 0.780297, 0.762024, 0.554044, 0.540878, 1.27448, 1.45729, 1.68084, 0, 0.606822, 0, 0, 0, 0, 1, 0, 1, 0, 0
37, 1.2, 0.866102, 1, 1.95459, 0, 0.97782, 0, 0, 0, 1.0483, 1.36671, 1.75135, 0, 0.862045, 0, 0, 0, 0, 1, 0, 1, 0, 0
38, 1.23333, 0.870712, 1, 1.91215, 0, 1.10216, 0.620588, 0, 0, 1.09708, 1.31806, 1.6868, 0, 0.760885, 0, 0, 0, 0, 1, 0, 1, 0, 1
39, 1.26667, 0.860836, 1, 1.73973, 0, 1.14589, 0.606489, 0, 0.762874, 1.15121, 1.20603, 1.84185, 0, 0.954296, 0, 0, 0, 0, 1, 0, 1, 0, 0
40, 1.3, 0.861972, 1, 1.68176, 0, 1.11727, 0.613495, 0, 0.808266, 1.13595, 1.20131, 1.76913, 0, 0.906072, 0, 0, 0, 0, 1, 0, 1, 0, 0
41, 1.33333, 0.847722, 1, 1.58449, 0, 1.45592, 0.510619, 0, 0.971306, 1.23594, 1.1502, 1.65279, 0, 1.08857, 0, 0, 0, 0, 1, 0, 1, 0, 0
42, 1.36667, 0.852255, 1, 1.58928, 0, 1.74097, 0.566378, 0, 0.734025, 1.23204, 1.03488, 1.64641, 0, 0.976775, 0, 0, 0, 0, 1, 0, 1, 0, 0
43, 1.4, 0.851962, 1, 1.44187, 0, 1.25901, 0, 0, 0.98855, 1.21841, 1.02745, 1.73671, 0, 0.711522, 0, 0, 0, 0, 1, 0, 1, 0, 0
44, 1.43333, 0.854409, 1, 1.49517, 0, 1.15168, 0.511349, 0, 0.963948, 1.2305, 1.06287, 1.81562, 0, 0.871642, 0, 0, 0, 1, 1, 0, 1, 0, 1
45, 1.46667, 0.839936, 1, 1.64651, 0, 1.02611, 0, 0, 0.790154, 1.14845, 1.08891, 1.74022, 0, 0.729968, 0, 0, 0, 1, 1, 0, 1, 0, 0
46, 1.5, 0.838303, 1, 1.77878, 0, 0.502961, 0, 0, 0.879373, 1.10348, 0.984796, 1.54761, 0, 0.739758, 0, 0, 0, 1, 1, 0, 0, 0, 0
47, 1.53333, 0.86321, 1, 1.97125, 0, 0.699407, 0, 0, 0, 0.911936, 0.781894, 1.4773, 0, 0.581368, 0, 0, 0, 1, 0, 0, 0, 0, 0
48, 1.56667, 0.832217, 1, 2.09635, 0.662647, 0, 0, 0, 0.629093, 0.793816, 0.722851, 1.27404, 0, 0, 0.596104, 0, 0, 0, 0, 0, 0, 0, 0
49, 1.6, 0.821635, 1, 2.13401, 0.737286, 0, 0, 0, 0.898926, 0.682781, 0.651451, 1.24279, 0, 0, 0.949162, 0, 0, 0, 0, 0, 0, 0, 0
50, 1.63333, 0.834808, 1, 2.48111, 1.28451, 0, 0, 0, 0.96818, 0.817515, 0, 1.14592, 0, 0, 1.13249, 0, 0, 1, 0, 1, 0, 0, 0
51, 1.66667, 0.833577, 1, 2.33846, 1.44835, 0, 0, 0, 0.546503, 0.672934, 0, 1.1611, 0, 0, 0.963053, 0, 0.56908, 0, 0, 1, 0, 0, 0
52, 1.7, 0.83411, 1, 2.26343, 1.09717, 0, 0.610612, 0, 0.610254, 0.709373, 0, 1.06683, 0, 0, 0.75256, 0, 0.554336, 0, 0, 1, 0, 0, 0
53, 1.73333, 0.831965, 1, 2.41392, 1.48736, 0, 0, 0, 0.897372, 0.680006, 0, 0.66362, 0, 0, 0, 0, 0.530372, 0, 0, 1, 0, 0, 0
54, 1.76667, 0.83084, 1, 2.49104, 1.4054, 0, 0, 0, 0.866862, 0.703169, 0, 0.514988, 0, 0, 0, 0, 0.586215, 0, 0, 1, 0, 1, 0
55, 1.8, 0.826507, 1, 2.47973, 1.63378, 0, 0, 0, 0.61174, 0.799194, 0.694459, 0.676109, 0, 0, 0.744154, 0, 0.600104, 0, 0, 1, 0, 1, 0
56, 1.83333, 0.834486, 1, 2.39812, 1.5828, 0, 0.891872, 0.61612, 0.569933, 0.993827, 0.80532, 0.728013, 0, 0.596285, 0, 0, 0.676484, 0, 0, 1, 0, 0, 0
57, 1.86667, 0.981213, 1, 1.05579, 1.19252, 0, 0, 0, 1.52383, 0, 0, 0.567595, 0, 0.726891, 0, 0, 0, 0, 0, 0, 1, 0, 0
58, 1.9, 0.980002, 1, 0.763824, 1.41714, 0, 0, 0, 1.46547, 0, 0, 0.504989, 0.585317, 0.605185, 0, 0, 0, 0, 0, 0, 1, 0, 0
59, 1.93333, 0.981481, 1, 0.988484, 1.45033, 0, 0, 0, 1.74073, 0, 0.59679, 0.577495, 0, 0.568944, 0, 0, 0, 0, 0, 0, 1, 0, 0
60, 1.96667, 0.979796, 1, 0.904491, 1.45553, 0, 0, 0, 1.91594, 0.539951, 0.617073, 0.705547, 0, 0.586101, 0, 0, 0, 0, 0, 0, 1, 0, 0
61, 2, 0.982251, 1, 0.705192, 1.99753, 0, 0, 0, 1.62298, 0.576371, 0.726512, 0.825513, 0, 0, 0, 0.570088, 0, 0, 1, 0, 1, 0, 0
62, 2.03333, 0.980266, 1, 0.548707, 1.59034, 0, 0, 0, 1.21341, 0.581175, 0.782959, 0.606838, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
63, 2.06667, 0.980133, 1, 0.580987, 1.71461, 0, 0, 0.564538, 1.62025, 0.715247, 0.866747, 0.74583, 0, 0, 0, 0.609006, 0, 0, 1, 0, 1, 0, 0
