frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.85442, 1, 2.88004, 0.991058, 0, 0, 0, 0.921329, 0.557441, 0, 0, 0, 0.614994, 0, 0, 0, 0, 0, 0, 1, 1, 0
2, 0.0333333, 0.879711, 1, 2.86302, 1.90205, 0.811078, 0, 0.564369, 1.88646, 0.701992, 0, 0, 0.814735, 0.590122, 0, 0, 0, 0, 0, 0, 1, 1, 0
3, 0.0666667, 0.862967, 1, 2.76526, 0.996005, 1.0172, 0.669997, 0.526622, 1.42405, 0.731867, 0, 0, 0.621569, 0.746634, 0, 0, 0, 0, 0, 0, 1, 1, 0
4, 0.1, 0.859081, 1, 2.55721, 1.11509, 0.931981, 0.52178, 0, 1.47748, 0.690863, 0, 0, 0.516728, 0.850424, 0, 0, 0, 0, 0, 0, 1, 1, 0
5, 0.133333, 0.859865, 1, 2.6462, 0.98636, 0.892447, 0, 0, 1.21286, 0.663338, 0, 0, 0.595962, 0.835747, 0, 0, 0, 0, 0, 0, 1, 1, 0
6, 0.166667, 0.860277, 1, 2.79816, 1.14158, 0.941883, 0, 0, 1.12131, 0.641214, 0, 0, 0.645189, 0.801632, 0, 0, 0, 0, 0, 0, 1, 1, 0
7, 0.2, 0.854623, 1, 2.84338, 1.09432, 0.758829, 0.647394, 0.680064, 0.901901, 0.789843, 0, 0, 0, 0.829708, 0, 0, 0, 0, 0, 0, 1, 1, 0
8, 0.233333, 0.81676, 1, 2.95043, 1.31907, 0.969564, 0.501443, 0.867776, 0.538303, 0.972764, 0, 0, 0.73194, 0.96424, 0, 0, 0, 0, 0, 0, 1, 1, 0
9, 0.266667, 0.831403, 1, 2.6666, 1.19142, 0.883714, 0.572824, 0.882424, 0.932181, 1.02701, 0, 0, 0, 0.930964, 0, 0, 0, 0, 0, 0, 1, 1, 0
10, 0.3, 0.814681, 1, 2.81232, 1.35421, 0.954287, 0.632685, 0.859895, 0.511025, 1.00091, 0, 0, 0, 0.89079, 0, 0, 0, 0, 0, 0, 1, 1, 0
11, 0.333333, 0.804397, 1, 2.62115, 1.37664, 1.20711, 0.655733, 0.887633, 0.821304, 0.959129, 0, 0, 0.537822, 0.7844, 0, 0, 0, 0, 0, 0, 1, 1, 0
12, 0.366667, 0.80716, 1, 2.95931, 1.22043, 1.352, 0.521099, 0.886748, 0.702931, 0.99764, 0, 0, 0, 0.871225, 0, 0, 0, 1, 0, 0, 1, 1, 0
13, 0.4, 0.822861, 1, 3.28643, 0.824838, 1.26074, 0.73987, 0.789743, 1.10987, 0.944493, 0, 0, 0, 0.679542, 0, 0, 0, 1, 0, 0, 1, 1, 0
14, 0.433333, 0.853465, 1, 3.01628, 0.908294, 1.11785, 0.819026, 0.787258, 0.725017, 0.941328, 0, 0, 0, 0.722183, 0, 0, 0, 0, 0, 0, 1, 1, 0
15, 0.466667, 0.838189, 1, 2.95035, 1.27818, 1.56345, 0.701973, 0.791492, 1.06057, 0.996301, 0, 0, 0, 0.841142, 0, 0, 0, 0, 0, 0, 1, 1, 0
16, 0.5, 0.845066, 1, 2.86914, 1.58295, 1.88394, 0.652743, 0.853123, 1.32776, 1.00391, 0, 0, 0.605101, 0.891387, 0, 0, 0, 1, 0, 0, 1, 1, 0
17, 0.533333, 0.853084, 1, 2.81369, 1.09313, 1.32603, 0, 0.811151, 1.16895, 0.950541, 0, 0, 0, 0.816312, 0, 0, 0, 1, 0, 0, 1, 1, 0
18, 0.566667, 0.844012, 1, 2.70653, 0.870648, 1.17517, 0.506687, 0.89013, 1.17776, 1.05006, 0, 0, 0, 0.86995, 0, 0, 0, 1, 0, 0, 1, 1, 0
19, 0.6, 0.857001, 1, 2.76949, 1.13862, 1.36309, 0.776327, 0.899901, 0.832637, 1.00234, 0, 0, 0, 0.826025, 0, 0, 0, 1, 0, 0, 1, 1, 0
20, 0.633333, 0.854351, 1, 2.53206, 0.852939, 1.43843, 0.709809, 0.797478, 0.713337, 0.847253, 0, 0, 0, 0.99027, 0, 0, 0, 1, 0, 0, 1, 1, 0
21, 0.666667, 0.855768, 1, 2.55056, 0.663961, 1.2343, 0, 0.860149, 0.693566, 0.963674, 0, 0, 0, 0.950408, 0, 0, 0, 1, 0, 0, 1, 1, 0
22, 0.7, 0.847229, 1, 2.65089, 0.731969, 0.660525, 0, 0.960894, 0, 1.04349, 0, 0, 0, 0.878827, 0, 0, 0, 1, 0, 0, 1, 1, 0
23, 0.733333, 0.824232, 1, 2.83956, 0.950303, 0.631445, 0, 0.885814, 0.699392, 1.05318, 0, 0, 0, 0.916445, 0, 0, 0, 0, 0, 0, 1, 1, 0
24, 0.766667, 0.852797, 1, 2.89547, 0.985885, 1.01329, 0.588698, 1.00223, 1.22673, 1.20578, 0, 0, 0, 1.12029, 0, 0, 0, 1, 0, 0, 1, 1, 0
25, 0.8, 0.842978, 1, 2.75075, 1.01061, 1.73829, 0.777491, 0.865009, 0.81681, 0.91205, 0, 0, 0, 0.862312, 0, 0, 0, 1, 0, 0, 1, 0, 0
26, 0.833333, 0.836128, 1, 2.71735, 0.658517, 1.09207, 0.744715, 0.830048, 0.50319, 0.889455, 0, 0, 0, 0.906056, 0, 0, 0, 0, 0, 0, 1, 1, 0
27, 0.866667, 0.86703, 1, 2.78091, 1.22378, 1.24434, 0.669173, 0.886011, 0.957498, 0.969381, 0, 0, 0, 0.958081, 0, 0, 0, 0, 0, 0, 1, 1, 0
28, 0.9, 0.854368, 1, 2.68278, 1.09444, 1.3161, 0, 0.943233, 0.951846, 1.09847, 0, 0, 0.523708, 0.947804, 0, 0, 0, 1, 0, 0, 1, 1, 0
29, 0.933333, 0.853046, 1, 2.73213, 0.89816, 1.01427, 0, 0.894975, 0.968212, 1.01772, 0, 0, 0.513254, 1.09971, 0, 0, 0, 0, 0, 0, 1, 1, 0
30, 0.966667, 0.844602, 1, 2.53178, 0.67233, 0.657317, 0.625606, 0.850437, 0.584032, 0.952291, 0, 0, 0, 0.863004, 0, 0, 0, 0, 0, 0, 1, 1, 0
31, 1, 0.834336, 1, 2.63547, 0.65681, 1.20916, 0.613311, 0.901364, 0.581301, 0.999881, 0, 0, 0, 1.01739, 0, 0, 0, 0, 0, 0, 1, 1, 0
32, 1.03333, 0.841252, 1, 2.60485, 0.598174, 0.765132, 0.765559, 0.877456, 0.657119, 0.997018, 0, 0, 0, 0.959937, 0, 0, 0, 0, 0, 0, 1, 1, 1
33, 1.06667, 0.879367, 1, 1.98016, 0, 1.006, 0.611106, 0.713668, 0.754574, 0.846417, 0, 0, 0, 0.886116, 0, 0, 0, 0, 0, 0, 1, 1, 0
34, 1.1, 0.838589, 1, 2.1816, 0, 0.50817, 0.725604, 0.756797, 0.677496, 0.907384, 0, 0, 0, 1.00561, 0, 0, 0, 0, 0, 0, 1, 1, 0
35, 1.13333, 0.856558, 1, 2.9062, 0.822074, 1.66722, 0.52899, 0.883088, 0.698367, 1.01412, 0, 0, 0, 1.18119, 0, 0, 0, 0, 0, 0, 1, 1, 0
36, 1.16667, 0.853609, 1, 2.54825, 0.677655, 1.11334, 0.730168, 0.816651, 0.859817, 0.932063, 0, 0, 0, 1.07656, 0, 0, 0, 0, 0, 0, 1, 1, 0
37, 1.2, 0.861949, 1, 2.20415, 0, 0.720977, 0, 0.648155, 0.79527, 0.733811, 0, 0, 0, 0.870607, 0, 0, 0, 0, 0, 0, 1, 1, 0
38, 1.23333, 0.852413, 1, 2.51489, 0.509959, 1.09808, 0.749377, 0.804393, 0.805552, 0.920772, 0, 0, 0, 1.0181, 0, 0, 0, 0, 0, 0, 1, 1, 0
39, 1.26667, 0.875112, 1, 2.44682, 0, 0.879817, 0, 0.854056, 0.582698, 0.995817, 0, 0, 0, 1.08666, 0, 0, 0, 0, 0, 0, 1, 0, 0
40, 1.3, 0.848289, 1, 2.8631, 0.898148, 0, 0.610091, 0.808047, 0.588806, 0.937342, 0, 0, 0, 0.942174, 0.503102, 0, 0, 0, 0, 0, 1, 0, 0
41, 1.33333, 0.837786, 1, 3.08179, 0.904429, 0.857827, 0.5364, 0.713024, 0.936114, 0.854766, 0, 0, 0, 0.948652, 0.909681, 0, 0, 0, 0, 0, 1, 1, 0
42, 1.36667, 0.837975, 1, 3.28575, 1.56592, 1.01004, 0.516034, 0.688614, 0.72275, 0.898603, 0, 0, 0.629492, 0.915198, 0.643065, 0, 0, 0, 0, 0, 1, 1, 0
43, 1.4, 0.857277, 1, 2.80797, 1.47594, 1.20112, 0, 0.75573, 0.976123, 0.93819, 0, 0, 0.520016, 0.898669, 0.740066, 0, 0, 0, 0, 0, 1, 1, 1
44, 1.43333, 0.850147, 1, 2.55023, 1.05791, 0.780635, 0, 0.796002, 0, 0.914087, 0, 0, 0, 0.898008, 0.916318, 0, 0, 0, 0, 0, 1, 1, 0
45, 1.46667, 0.851301, 1, 2.84537, 1.20242, 0.855671, 0, 0.736569, 1.0995, 0.863059, 0, 0, 0.51885, 0.853402, 0, 0, 0, 0, 0, 0, 1, 1, 0
46, 1.5, 0.865306, 1, 3.1392, 1.19715, 1.10176, 0, 0.693834, 0.689664, 0.746576, 0, 0, 0.583239, 0.968329, 0, 0, 0, 0, 0, 1, 1, 1, 0
47, 1.53333, 0.875335, 1, 2.81773, 1.27178, 0.869389, 0.539938, 0.672828, 0.854693, 0.707031, 0, 0, 0, 0.988329, 0.500165, 0, 0, 0, 0, 1, 1, 1, 0
48, 1.56667, 0.864237, 1, 2.76926, 1.30943, 0.758173, 0, 0.665163, 0.849848, 0.76006, 0, 0, 0.648088, 0.928561, 0.796154, 0, 0, 0, 0, 1, 1, 1, 0
49, 1.6, 0.864696, 1, 2.97708, 1.14789, 0.979532, 0.720079, 0.552149, 0.858543, 0.575758, 0, 0, 0.661712, 0.636621, 0.681812, 0, 0, 0, 0, 0, 1, 1, 0
50, 1.63333, 0.887166, 1, 2.84396, 1.42728, 1.05082, 0.871922, 0.677213, 0.509894, 0.745164, 0, 0, 0, 0.648389, 0.513438, 0, 0, 0, 0, 0, 1, 1, 0
51, 1.66667, 0.900298, 1, 2.70946, 1.34105, 1.18057, 0.70466, 0.652214, 0.713632, 0.713541, 0, 0, 0.526389, 0.783806, 0.734477, 0, 0, 0, 0, 0, 1, 1, 0
52, 1.7, 0.879078, 1, 3.1881, 1.44737, 1.26954, 0.64399, 0.657382, 1.09865, 0.675884, 0, 0, 0.67071, 0.821051, 0, 0, 0, 0, 0, 0, 1, 1, 0
