frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.85442, 1, 0.249796, 0.166117, -0.953943, -0.0133556, 0.123987, -0.992194, 0.221429, 0.426647, -0.876893, -0.0418213, 0.390033, -0.919851
2, 0.0333333, 0.879711, 1, 0.296881, 0.191459, -0.935524, -0.0294817, 0.138525, -0.98992, 0.286562, 0.457173, -0.841947, -0.038918, 0.414564, -0.909188
3, 0.0666667, 0.862967, 1, 0.311424, 0.2153, -0.92556, -0.0169446, 0.140368, -0.989954, 0.307841, 0.483061, -0.819687, -0.018202, 0.421835, -0.90649
4, 0.1, 0.859081, 1, 0.311365, 0.215051, -0.925638, -0.0200387, 0.141214, -0.989776, 0.311849, 0.485458, -0.81675, -0.0165108, 0.4244, -0.905324
5, 0.133333, 0.859865, 1, 0.308718, 0.218981, -0.925603, -0.0204374, 0.142252, -0.989619, 0.309941, 0.490583, -0.814411, -0.0157908, 0.426349, -0.904421
6, 0.166667, 0.860277, 1, 0.309183, 0.217888, -0.925705, -0.0217298, 0.14336, -0.989432, 0.311215, 0.491643, -0.813285, -0.016169, 0.429301, -0.903017
7, 0.2, 0.854623, 1, 0.248423, 0.210471, -0.945509, -0.0224582, 0.198056, -0.979933, 0.24737, 0.497538, -0.831423, -0.022697, 0.488038, -0.872527
8, 0.233333, 0.81676, 1, 0.304605, 0.241445, -0.921369, -0.0793095, 0.235196, -0.968707, 0.299636, 0.524761, -0.796771, -0.0835973, 0.520822, -0.849562
9, 0.266667, 0.831403, 1, 0.303547, 0.269596, -0.913881, -0.00111089, 0.276554, -0.960998, 0.303936, 0.544645, -0.781655, -0.00025576, 0.5567, -0.830714
10, 0.3, 0.814681, 1, 0.186152, 0.236731, -0.953575, 0.0124721, 0.284029, -0.958735, 0.191133, 0.519778, -0.832646, 0.0159206, 0.561054, -0.827626
11, 0.333333, 0.804397, 1, 0.212013, 0.214056, -0.953536, 0.035674, 0.291389, -0.955939, 0.219994, 0.500152, -0.837527, 0.0411671, 0.569618, -0.820878
12, 0.366667, 0.80716, 1, 0.195016, 0.274264, -0.941673, 0.003842, 0.273725, -0.9618, 0.195108, 0.551129, -0.811289, 0.00430609, 0.550714, -0.834683
13, 0.4, 0.822861, 1, 0.157175, 0.289526, -0.944177, 0.00979928, 0.26928, -0.963012, 0.155795, 0.56392, -0.811, 0.00945594, 0.54553, -0.838038
14, 0.433333, 0.853465, 1, 0.232106, 0.276859, -0.932457, 0.0378488, 0.280258, -0.959178, 0.239103, 0.554321, -0.797219, 0.0453779, 0.560071, -0.827201
15, 0.466667, 0.838189, 1, 0.231542, 0.266021, -0.935746, 0.0518222, 0.272731, -0.960694, 0.238693, 0.544536, -0.804056, 0.0593325, 0.55325, -0.8309
16, 0.5, 0.845066, 1, 0.249581, 0.26564, -0.931206, 0.0351127, 0.27812, -0.959904, 0.258357, 0.548422, -0.795289, 0.0441953, 0.563049, -0.825241
17, 0.533333, 0.853084, 1, 0.266362, 0.215035, -0.93958, -0.0472698, 0.276325, -0.959901, 0.27747, 0.508635, -0.815046, -0.037777, 0.563912, -0.824971
18, 0.566667, 0.844012, 1, 0.286476, 0.192078, -0.938636, -0.00570781, 0.278688, -0.960365, 0.299982, 0.48532, -0.821265, 0.00548593, 0.566623, -0.823959
19, 0.6, 0.857001, 1, 0.280257, 0.142054, -0.949356, 0.0462326, 0.255608, -0.965674, 0.296838, 0.442665, -0.846129, 0.0593323, 0.549254, -0.833546
20, 0.633333, 0.854351, 1, 0.18643, 0.0493666, -0.981227, 0.0177535, 0.252128, -0.967531, 0.201343, 0.358832, -0.911428, 0.0249881, 0.541997, -0.840009
21, 0.666667, 0.855768, 1, 0.109515, 0.0189562, -0.993804, 0.0893508, 0.254135, -0.963033, 0.122, 0.352298, -0.927902, 0.0938274, 0.563123, -0.821029
22, 0.7, 0.847229, 1, 0.0787452, 0.0201671, -0.996691, -0.00524846, 0.255884, -0.966693, 0.0897769, 0.356489, -0.929976, -0.00249692, 0.565932, -0.824448
23, 0.733333, 0.824232, 1, 0.254076, 0.155797, -0.954554, -0.00477987, 0.26194, -0.965072, 0.263773, 0.467059, -0.843966, 0.00134673, 0.563022, -0.826441
24, 0.766667, 0.852797, 1, 0.258347, 0.25188, -0.932638, -0.00829239, 0.300803, -0.95365, 0.267204, 0.557938, -0.785689, -0.000543326, 0.603921, -0.797044
25, 0.8, 0.842978, 1, 0.280084, 0.184069, -0.942163, 0.0595161, 0.285263, -0.9566, 0.289487, 0.491136, -0.821574, 0.0655032, 0.584737, -0.808574
26, 0.833333, 0.836128, 1, 0.277015, 0.125807, -0.952594, 0.067739, 0.252508, -0.965221, 0.29055, 0.434411, -0.852565, 0.0771165, 0.552493, -0.829942
27, 0.866667, 0.86703, 1, 0.098609, 0.0235324, -0.994848, 0.0341988, 0.243764, -0.969231, 0.115493, 0.352215, -0.928766, 0.0429212, 0.549908, -0.834121
28, 0.9, 0.854368, 1, 0.240797, 0.105187, -0.964859, 0.0386652, 0.255351, -0.966075, 0.251189, 0.42945, -0.867454, 0.0439167, 0.565535, -0.823554
29, 0.933333, 0.853046, 1, 0.304607, 0.153825, -0.939975, 0.0353654, 0.274236, -0.961012, 0.316057, 0.465343, -0.826779, 0.0431018, 0.578392, -0.814619
30, 0.966667, 0.844602, 1, 0.130774, 0.0375783, -0.9907, 0.00457109, 0.260577, -0.965442, 0.138794, 0.370742, -0.918306, 0.00426853, 0.568391, -0.822747
31, 1, 0.834336, 1, 0.0743951, 0.0262476, -0.996883, 0.0265982, 0.262689, -0.964514, 0.0887892, 0.345631, -0.93416, 0.0310906, 0.55765, -0.829494
32, 1.03333, 0.841252, 1, 0.282523, 0.174958, -0.94317, -0.025253, 0.270444, -0.962404, 0.289556, 0.488066, -0.823377, -0.0212525, 0.575134, -0.817783
33, 1.06667, 0.879367, 1, 0.0269823, -0.0852404, -0.995995, 0.0194356, 0.257228, -0.966155, 0.0331556, 0.242363, -0.969619, 0.0118224, 0.556272, -0.830916
34, 1.1, 0.838589, 1, 0.104945, 0.0223557, -0.994227, 0.0259818, 0.230028, -0.972837, 0.115154, 0.332902, -0.935904, 0.028672, 0.521209, -0.852947
35, 1.13333, 0.856558, 1, 0.240058, 0.141149, -0.960442, 0.0100051, 0.272058, -0.962229, 0.246119, 0.442836, -0.862161, 0.0114522, 0.560464, -0.828099
36, 1.16667, 0.853609, 1, 0.241496, 0.116879, -0.963337, -0.00112631, 0.278973, -0.960298, 0.253281, 0.417892, -0.872476, 0.00518554, 0.564191, -0.825628
37, 1.2, 0.861949, 1, 0.203224, 0.130183, -0.970439, -0.0665718, 0.242175, -0.967946, 0.215809, 0.423505, -0.879813, -0.0579858, 0.521315, -0.851392
38, 1.23333, 0.852413, 1, 0.228661, 0.130506, -0.964719, -0.0132711, 0.266226, -0.963819, 0.242971, 0.424485, -0.872226, -0.00364122, 0.546629, -0.837367
39, 1.26667, 0.875112, 1, 0.0331401, -0.098607, -0.994574, -0.0668665, 0.205441, -0.976382, 0.0605312, 0.206393, -0.976595, -0.0505577, 0.488094, -0.871326
40, 1.3, 0.848289, 1, 0.145913, 0.277857, -0.949476, -0.0749773, 0.253872, -0.964327, 0.156201, 0.55502, -0.81704, -0.0634336, 0.531115, -0.844922
41, 1.33333, 0.837786, 1, 0.25627, 0.21311, -0.94282, -0.0629834, 0.221565, -0.973109, 0.259376, 0.497332, -0.827879, -0.0596981, 0.507797, -0.859406
42, 1.36667, 0.837975, 1, 0.259076, 0.257762, -0.930827, -0.0244205, 0.248592, -0.968301, 0.259355, 0.535182, -0.803937, -0.0235268, 0.531639, -0.846644
43, 1.4, 0.857277, 1, 0.245271, 0.282083, -0.927508, 0.0153765, 0.248329, -0.968554, 0.250134, 0.553873, -0.794139, 0.0217788, 0.529232, -0.848198
44, 1.43333, 0.850147, 1, 0.230634, 0.323907, -0.917547, 0.0440807, 0.320456, -0.946237, 0.239889, 0.584728, -0.774949, 0.0540821, 0.586325, -0.808269
45, 1.46667, 0.851301, 1, 0.190392, 0.304737, -0.933213, 0.0325729, 0.306055, -0.951456, 0.206371, 0.568589, -0.796315, 0.049099, 0.572387, -0.818512
46, 1.5, 0.865306, 1, 0.15601, 0.340714, -0.927132, -0.0546376, 0.30862, -0.949615, 0.170092, 0.582776, -0.794633, -0.038874, 0.553573, -0.831893
47, 1.53333, 0.875335, 1, 0.198408, 0.351743, -0.914828, -0.0327186, 0.313216, -0.949118, 0.216153, 0.57924, -0.785976, -0.0128094, 0.546931, -0.83708
48, 1.56667, 0.864237, 1, 0.156846, 0.329702, -0.930965, 0.00242133, 0.261855, -0.965104, 0.169568, 0.563186, -0.808745, 0.0174798, 0.504106, -0.863465
49, 1.6, 0.864696, 1, 0.222522, 0.309123, -0.924623, 0.0136556, 0.29143, -0.956495, 0.238416, 0.540975, -0.806538, 0.0309499, 0.528413, -0.848423
50, 1.63333, 0.887166, 1, 0.209721, 0.34745, -0.913945, -0.00518111, 0.279197, -0.96022, 0.218474, 0.573497, -0.789538, 0.00588013, 0.516065, -0.856529
51, 1.66667, 0.900298, 1, 0.21285, 0.344239, -0.914436, -0.0161346, 0.284584, -0.958515, 0.226987, 0.563195, -0.794537, 0.000374266, 0.51308, -0.858341
52, 1.7, 0.879078, 1, 0.20301, 0.333265, -0.920718, -0.0920774, 0.303676, -0.948316, 0.219886, 0.558584, -0.799771, -0.0734099, 0.531384, -0.843944
53, 1.73333, 0.889577, 1, 0.204273, 0.353667, -0.912794, -0.00398864, 0.315836, -0.948805, 0.221974, 0.579571, -0.784108, 0.0159217, 0.548614, -0.835924
54, 1.76667, 0.891341, 1, 0.212645, 0.352345, -0.911392, -0.0242555, 0.302112, -0.952964, 0.230418, 0.572208, -0.787074, -0.00373337, 0.529664, -0.848199
